2015-01-01,66,2457,795,32
2015-01-02,133,3085,870,28
2015-01-03,28,1419,257,18
2015-01-04,102,1505,187,12
2015-01-05,137,3934,999,25
2015-01-06,60,1791,478,27
2015-01-07,374,19544,3505,18
2015-01-08,225,10327,1686,16
2015-01-09,120,6517,1193,18
2015-01-10,71,5357,1120,21
2015-01-11,33,2250,370,16
2015-01-12,212,6763,1306,19
2015-01-13,137,5479,1300,24
